0;2710;1;
0;3048;1;
0;3393;1;
0;3730;1;
0;4051;1;
0;4211;1;
0;4511;1;
0;4808;1;
0;5076;1;
0;5363;1;
0;5616;1;
0;5850;1;
0;6069;1;
1;6251;1;
1;6335;1;
1;6529;1;
1;6565;1;
1;6573;1;
2;6546;1;
2;6501;1;
2;6444;1;
3;6390;1;
3;6360;1;
3;6296;1;
4;6216;1;
4;6121;1;
5;6023;1;
5;5920;1;
6;5806;1;
7;5675;1;
7;5605;1;
8;5452;1;
9;5196;1;
9;5111;1;
10;4923;1;
10;4718;1;
11;4496;1;
12;4271;1;
12;4161;1;
13;3819;1;
14;3701;1;
15;3465;1;
15;3235;1;
16;3001;1;
17;2756;1;
17;2640;1;
18;2391;1;
19;2174;1;
19;2210;1;
20;2285;1;
20;2346;1;
21;2403;1;
21;2466;1;
22;2494;1;
22;2581;1;
23;2613;1;
23;2679;1;
24;2757;1;
24;2837;1;
25;2924;1;
26;2997;1;
26;3043;1;
27;3172;1;
27;3212;1;
28;3299;1;
29;3389;1;
30;3477;1;
31;3571;1;
31;3658;1;
32;3703;1;
33;3835;1;
33;3881;1;
34;3971;1;
35;4060;1;
36;4149;1;
36;4237;1;
37;4283;1;
37;4374;1;
39;4514;1;
39;4562;1;
40;4658;1;
41;4758;1;
41;4864;1;
42;4974;1;
43;5089;1;
44;5209;1;
44;5269;1;
45;5406;1;
46;5531;1;
47;5664;1;
48;5790;1;
49;5918;1;
49;6051;1;
50;6193;1;
51;6259;1;
52;6404;1;
53;6554;1;
53;6704;1;
54;6856;1;
55;7007;1;
56;7162;1;
57;7164;N;
57;7055;N;
57;6850;N;
57;6652;N;
57;6456;N;
57;6255;2;
57;5856;2;
57;5685;2;
58;5764;2;
58;5705;2;
59;5571;2;
60;5473;2;
61;5366;2;
62;5291;2;
63;5288;2;
64;5347;2;
64;5434;2;
65;5477;2;
65;5564;2;
66;5645;2;
67;5711;2;
68;5770;2;
68;5800;2;
69;5891;2;
70;5957;2;
70;5990;2;
71;6061;2;
72;6128;2;
73;6228;2;
74;6294;2;
75;6364;2;
75;6398;2;
76;6479;2;
77;6560;2;
77;6640;2;
78;6714;2;
79;6774;2;
80;6836;2;
80;6867;2;
81;6934;2;
82;7051;2;
83;7091;2;
83;7164;2;
84;7225;2;
85;7185;N;
85;6968;N;
85;6766;N;
85;6566;N;
85;6474;N;
84;6267;3;
85;5873;3;
85;5711;3;
85;5821;3;
86;5782;3;
86;5679;3;
87;5660;3;
88;5686;3;
88;5724;3;
89;5769;3;
89;5825;3;
90;5884;3;
91;5936;3;
91;5969;3;
92;5982;3;
92;6006;3;
93;6040;3;
93;6080;3;
94;6118;3;
95;6157;3;
95;6191;3;
96;6207;3;
96;6247;3;
97;6290;3;
97;6338;3;
98;6380;3;
99;6416;3;
99;6451;3;
100;6492;3;
100;6513;3;
101;6557;3;
101;6599;3;
102;6636;3;
103;6672;3;
103;6713;3;
104;6757;3;
104;6803;3;
105;6822;3;
105;6858;3;
106;6893;3;
107;6936;3;
107;6979;3;
108;7025;3;
108;7057;3;
109;7092;3;
110;7131;3;
110;7157;3;
111;7202;3;
111;7237;3;
112;7268;3;
112;7311;3;
113;7355;3;
114;7395;3;
114;7432;3;
115;7466;3;
115;7484;3;
116;7524;3;
116;7571;3;
117;7604;3;
117;7637;3;
118;7675;3;
119;7720;3;
119;7739;3;
120;7776;3;
120;7807;3;
121;7846;3;
121;7886;3;
121;7655;N;
121;7419;N;
121;7305;N;
121;7103;N;
121;6883;N;
121;6554;4;
121;6364;4;
121;6645;4;
122;6640;4;
122;6559;4;
123;6556;4;
123;6571;4;
124;6596;4;
124;6627;4;
125;6656;4;
125;6682;4;
126;6707;4;
126;6737;4;
126;6753;4;
127;6780;4;
127;6799;4;
128;6826;4;
128;6855;4;
129;6883;4;
129;6903;4;
129;6915;4;
130;6940;4;
131;6982;4;
131;6995;4;
131;7017;4;
132;7043;4;
132;7078;4;
133;7103;4;
133;7113;4;
134;7134;4;
134;7175;4;
134;7189;4;
135;7212;4;
135;7233;4;
136;7260;4;
136;7276;4;
137;7303;4;
137;7333;4;
138;7348;4;
138;7378;4;
139;7402;4;
139;7422;4;
139;7448;4;
140;7475;4;
140;7491;4;
141;7511;4;
141;7533;4;
142;7567;4;
142;7596;4;
143;7611;4;
143;7635;4;
143;7648;4;
144;7687;4;
144;7708;4;
145;7719;4;
145;7746;4;
146;7773;4;
146;7793;4;
146;7814;4;
147;7846;4;
147;7869;4;
148;7877;4;
148;7898;4;
149;7926;4;
149;7824;N;
149;7578;N;
148;7352;N;
148;7141;N;
148;7033;N;
148;6629;5;
148;6610;5;
148;6767;5;
149;6901;5;
149;6778;5;
150;6727;5;
150;6732;5;
150;6756;5;
151;6772;5;
151;6783;5;
151;6804;5;
152;6817;5;
152;6834;5;
152;6856;5;
153;6871;5;
153;6878;5;
153;6893;5;
154;6916;5;
154;6930;5;
154;6944;5;
155;6961;5;
155;6981;5;
156;6995;5;
156;7010;5;
156;7031;5;
157;7047;5;
157;7061;5;
157;7071;5;
158;7099;5;
158;7112;5;
158;7119;5;
159;7139;5;
159;7157;5;
159;7169;5;
160;7187;5;
160;7206;5;
161;7221;5;
161;7235;5;
161;7245;5;
162;7264;5;
162;7278;5;
162;7293;5;
163;7313;5;
163;7328;5;
163;7342;5;
164;7351;5;
164;7370;5;
164;7384;5;
165;7399;5;
165;7419;5;
165;7433;5;
166;7447;5;
166;7465;5;
166;7475;5;
167;7488;5;
167;7503;5;
167;7522;5;
168;7537;5;
168;7550;5;
168;7569;5;
169;7586;5;
169;7591;5;
169;7606;5;
170;7625;5;
170;7639;5;
170;7653;5;
171;7672;5;
171;7687;5;
171;7699;5;
172;7708;5;
172;7727;5;
172;7740;5;
173;7754;5;
173;7773;5;
173;7786;5;
174;7800;5;
174;7819;5;
174;7833;5;
174;7838;5;
175;7855;5;
175;7873;5;
175;7885;5;
176;7900;5;
176;7917;5;
177;7930;5;
177;7937;5;
177;7955;5;
177;7971;5;
178;7982;5;
178;8009;5;
178;8016;5;
179;8026;5;
179;8045;5;
179;8054;5;
180;8065;5;
180;8079;5;
180;8098;5;
181;8109;5;
181;8123;5;
181;8139;5;
181;8145;5;
182;8157;5;
182;8173;5;
182;8189;5;
183;8200;5;
183;8218;5;
183;8230;5;
184;8235;5;
184;8126;N;
183;7785;N;
183;7639;N;
183;7404;N;
183;7185;N;
183;6889;6;
183;6952;6;
183;7220;6;
183;7225;6;
183;7154;6;
184;7025;6;
184;7026;6;
184;7037;6;
185;7049;6;
185;7054;6;
185;7069;6;
185;7083;6;
185;7088;6;
186;7095;6;
186;7107;6;
186;7116;6;
187;7125;6;
187;7137;6;
187;7142;6;
187;7155;6;
188;7167;6;
188;7171;6;
188;7179;6;
188;7191;6;
189;7202;6;
189;7209;6;
189;7223;6;
189;7231;6;
189;7234;6;
190;7246;6;
190;7257;6;
190;7264;6;
190;7276;6;
191;7286;6;
191;7289;6;
191;7300;6;
192;7314;6;
192;7317;6;
192;7329;6;
192;7340;6;
192;7347;6;
193;7359;6;
193;7364;6;
193;7371;6;
193;7388;6;
194;7393;6;
194;7399;6;
194;7411;6;
194;7421;6;
195;7428;6;
195;7434;6;
195;7449;6;
195;7452;6;
195;7463;6;
196;7473;6;
196;7480;6;
196;7492;6;
196;7500;6;
197;7503;6;
197;7515;6;
197;7525;6;
197;7531;6;
198;7544;6;
198;7551;6;
198;7560;6;
198;7566;6;
198;7575;6;
199;7588;6;
199;7594;6;
199;7601;6;
199;7610;6;
200;7622;6;
200;7621;6;
200;7595;6;
200;7550;6;
200;7526;6;
200;7479;6;
199;7429;6;
198;7329;6;
197;7181;6;
195;6984;6;
194;6784;6;
192;6537;6;
191;6326;6;
189;6168;6;
188;5989;6;
186;5850;6;
184;5721;6;
184;5644;6;
182;5471;6;
180;5272;6;
179;5191;6;
177;5023;6;
176;4904;6;
174;4763;6;
172;4600;6;
171;4491;6;
169;4385;6;
168;4320;6;
167;4221;6;
165;4156;6;
163;4059;6;
162;3964;6;
160;3897;6;
158;4407;N;
158;4415;N;
155;4365;N;
154;4567;N;
153;5171;N;
151;5908;5;
150;6561;5;
150;6564;5;
149;6545;5;
149;6536;5;
149;6513;5;
148;6485;5;
148;6456;5;
147;6428;5;
146;6390;5;
145;6339;5;
145;6275;5;
144;6237;5;
143;6176;5;
141;6120;5;
140;6059;5;
139;6010;5;
138;5967;5;
136;5907;5;
135;5827;5;
134;5787;5;
133;5698;5;
132;5610;5;
130;5491;5;
129;5375;5;
127;6013;N;
125;6316;N;
124;6248;N;
123;6208;N;
121;6133;1;
120;6003;4;
118;5899;4;
117;5792;4;
116;5708;4;
114;5662;4;
113;5659;4;
112;5659;4;
110;5614;4;
109;5594;4;
108;5553;4;
107;5503;4;
106;5451;4;
105;5421;4;
105;5370;4;
103;5292;4;
102;5272;4;
102;5231;4;
101;5200;4;
100;5167;4;
99;5129;4;
99;5093;4;
98;5068;4;
97;5022;4;
96;4975;4;
96;4931;4;
95;4884;4;
94;4837;4;
93;5403;N;
92;5704;N;
91;5635;N;
90;5520;N;
88;5285;3;
87;5202;3;
86;5108;3;
84;5022;3;
83;4945;3;
81;4853;3;
80;4816;3;
79;4727;3;
77;4633;3;
76;4608;3;
75;4561;3;
73;4502;3;
72;4422;3;
70;4327;3;
70;4298;3;
68;4209;3;
67;4129;3;
66;4041;3;
64;3966;3;
63;3871;3;
61;3783;3;
61;3729;3;
59;3595;3;
57;3484;3;
56;3435;3;
55;4004;N;
54;4201;N;
52;4085;N;
50;3979;N;
49;3845;2;
47;3694;2;
47;3642;2;
45;3480;2;
43;3335;2;
42;3212;2;
41;3101;2;
39;2960;2;
38;2896;2;
36;2782;2;
35;2661;2;
33;2550;2;
32;2432;2;
30;2314;2;
29;2202;2;
27;2084;2;
26;2029;2;
25;1914;2;
23;1810;2;
21;1700;2;
20;1827;N;
18;2011;N;
17;1913;N;
15;1815;N;
14;1772;N;
13;1684;1;
11;1614;1;
10;1555;1;
8;1507;1;
6;1474;1;
5;1449;1;
3;1433;1;
2;1427;1;
1;1420;1;
0;1420;1;
0;1420;1;
0;1420;1;
0;1420;1;
0;1420;1;
0;1420;1;
0;1419;1;
0;1420;1;
0;1420;1;
0;1419;1;
0;1420;1;
0;1420;1;
0;1419;1;
0;1420;1;
0;1420;1;
0;1420;1;
0;1420;1;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1419;N;
0;1419;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1420;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;1419;N;
0;0;N;
